mpg,cylinders,displayments,horsepower,weight,acceleration,model year,origin,car name,outlier,car brand,model,anomaly_score,multivariate_outlier,car_name_encoded
19.4,8.0,318.0,140.0,3735.0,13.2,78,1,dodge diplomat,Normal,dodge,diplomat,1,Normal,8
20.2,8.0,302.0,139.0,3570.0,12.8,78,1,mercury monarch ghia,Normal,mercury,monarch ghia,1,Normal,14
19.2,6.0,231.0,105.0,3535.0,19.2,78,1,pontiac phoenix lj,Normal,pontiac,phoenix lj,1,Normal,20
20.5,6.0,200.0,95.0,3155.0,18.2,78,1,chevrolet malibu,Normal,chevrolet,malibu,1,Normal,5
20.2,6.0,200.0,85.0,2965.0,15.8,78,1,ford fairmont (auto),Normal,ford,fairmont (auto),1,Normal,10
25.1,4.0,140.0,88.0,2720.0,15.4,78,1,ford fairmont (man),Normal,ford,fairmont (man),1,Normal,10
20.5,6.0,225.0,100.0,3430.0,17.2,78,1,plymouth volare,Normal,plymouth,volare,1,Normal,19
19.4,6.0,232.0,90.0,3210.0,17.2,78,1,amc concord,Normal,amc,concord,1,Normal,0
20.6,6.0,231.0,105.0,3380.0,15.8,78,1,buick century special,Normal,buick,century special,1,Normal,3
20.8,6.0,200.0,85.0,3070.0,16.7,78,1,mercury zephyr,Normal,mercury,zephyr,1,Normal,14
18.6,6.0,225.0,110.0,3620.0,18.7,78,1,dodge aspen,Normal,dodge,aspen,1,Normal,8
18.1,6.0,258.0,120.0,3410.0,15.1,78,1,amc concord d/l,Normal,amc,concord d/l,1,Normal,0
19.2,8.0,305.0,145.0,3425.0,13.2,78,1,chevrolet monte carlo landau,Normal,chevrolet,monte carlo landau,1,Normal,5
17.7,6.0,231.0,165.0,3445.0,13.4,78,1,buick regal sport coupe (turbo),Normal,buick,regal sport coupe (turbo),1,Normal,3
18.1,8.0,302.0,139.0,3205.0,11.2,78,1,ford futura,Normal,ford,futura,1,Normal,10
17.5,8.0,318.0,140.0,4080.0,13.7,78,1,dodge magnum xe,Normal,dodge,magnum xe,1,Normal,8
30.0,4.0,98.0,68.0,2155.0,16.5,78,1,chevrolet chevette,Normal,chevrolet,chevette,1,Normal,5
27.5,4.0,134.0,95.0,2560.0,14.2,78,3,toyota corona,Normal,toyota,corona,1,Normal,24
27.2,4.0,119.0,97.0,2300.0,14.7,78,3,datsun 510,Normal,datsun,510,1,Normal,7
30.9,4.0,105.0,75.0,2230.0,14.5,78,1,dodge omni,Normal,dodge,omni,1,Normal,8
21.1,4.0,134.0,95.0,2515.0,14.8,78,3,toyota celica gt liftback,Normal,toyota,celica gt liftback,1,Normal,24
23.2,4.0,156.0,105.0,2745.0,16.7,78,1,plymouth sapporo,Normal,plymouth,sapporo,1,Normal,19
23.8,4.0,151.0,85.0,2855.0,17.6,78,1,oldsmobile starfire sx,Normal,oldsmobile,starfire sx,1,Normal,16
23.9,4.0,119.0,97.0,2405.0,14.9,78,3,datsun 200-sx,Normal,datsun,200-sx,1,Normal,7
20.3,5.0,131.0,103.0,2830.0,15.9,78,2,audi 5000,Normal,audi,5000,1,Normal,1
17.0,6.0,163.0,125.0,3140.0,13.6,78,2,volvo 264gl,Normal,volvo,264gl,1,Normal,27
21.6,4.0,121.0,115.0,2795.0,15.7,78,2,saab 99gle,Normal,saab,99gle,1,Normal,22
16.2,6.0,163.0,133.0,3410.0,15.8,78,2,peugeot 604sl,Normal,peugeot,604sl,1,Normal,18
31.5,4.0,88.99999999999999,71.0,1990.0,14.9,78,2,volkswagen scirocco,Normal,volkswagen,scirocco,1,Normal,26
29.5,4.0,98.0,68.0,2135.0,16.6,78,3,honda accord lx,Normal,honda,accord lx,1,Normal,11
21.5,6.0,231.0,115.0,3245.0,15.4,79,1,pontiac lemans v6,Normal,pontiac,lemans v6,1,Normal,20
19.8,6.0,200.0,85.0,2990.0,18.2,79,1,mercury zephyr 6,Normal,mercury,zephyr 6,1,Normal,14
22.3,4.0,140.0,88.0,2890.0,17.3,79,1,ford fairmont 4,Normal,ford,fairmont 4,1,Normal,10
20.2,6.0,232.0,90.0,3265.0,18.2,79,1,amc concord dl 6,Normal,amc,concord dl 6,1,Normal,0
20.6,6.0,225.0,110.0,3360.0,16.6,79,1,dodge aspen 6,Normal,dodge,aspen 6,1,Normal,8
17.0,8.0,305.0,130.0,3840.0,15.4,79,1,chevrolet caprice classic,Normal,chevrolet,caprice classic,1,Normal,5
17.6,8.0,302.0,129.0,3725.0,13.4,79,1,ford ltd landau,Normal,ford,ltd landau,1,Normal,10
16.5,8.0,351.0,138.0,3955.0,13.2,79,1,mercury grand marquis,Normal,mercury,grand marquis,1,Normal,14
18.2,8.0,318.0,135.0,3830.0,15.2,79,1,dodge st. regis,Normal,dodge,st. regis,1,Normal,8
16.9,8.0,350.0,155.0,4360.0,14.9,79,1,buick estate wagon (sw),Normal,buick,estate wagon (sw),1,Normal,3
15.5,8.0,351.0,142.0,4054.0,14.3,79,1,ford country squire (sw),Normal,ford,country squire (sw),1,Normal,10
19.2,8.0,267.0,125.0,3605.0,15.0,79,1,chevrolet malibu classic (sw),Normal,chevrolet,malibu classic (sw),1,Normal,5
18.5,8.0,360.0,150.0,3940.0,13.0,79,1,chrysler lebaron town @ country (sw),Normal,chrysler,lebaron town @ country (sw),1,Normal,6
31.9,4.0,88.99999999999999,71.0,1925.0,14.0,79,2,vw rabbit custom,Normal,volkswagen,rabbit custom,1,Normal,26
34.1,4.0,85.99999999999999,65.0,1975.0,15.2,79,3,maxda glc deluxe,Normal,mazda,glc deluxe,1,Normal,12
35.7,4.0,98.0,80.0,1915.0,14.4,79,1,dodge colt hatchback custom,Normal,dodge,colt hatchback custom,1,Normal,8
27.4,4.0,121.0,80.0,2670.0,15.0,79,1,amc spirit dl,Normal,amc,spirit dl,1,Normal,0
25.4,5.0,183.0,77.0,3530.0,20.1,79,2,mercedes benz 300d,Normal,mercedes,benz 300d,1,Normal,13
23.0,8.0,350.0,125.0,3900.0,17.4,79,1,cadillac eldorado,Normal,cadillac,eldorado,1,Normal,4
34.2,4.0,105.0,70.0,2200.0,13.2,79,1,plymouth horizon,Normal,plymouth,horizon,1,Normal,19
34.5,4.0,105.0,70.0,2150.0,14.9,79,1,plymouth horizon tc3,Normal,plymouth,horizon tc3,1,Normal,19
31.8,4.0,85.00000000000001,65.0,2020.0,19.2,79,3,datsun 210,Normal,datsun,210,1,Normal,7
37.3,4.0,91.0,69.0,2130.0,14.7,79,2,fiat strada custom,Normal,fiat,strada custom,1,Normal,9
28.4,4.0,151.0,90.0,2670.0,16.0,79,1,buick skylark limited,Normal,buick,skylark limited,1,Normal,3
28.8,6.0,173.0,115.0,2595.0,11.3,79,1,chevrolet citation,Normal,chevrolet,citation,1,Normal,5
26.8,6.0,173.0,115.0,2700.0,12.9,79,1,oldsmobile omega brougham,Normal,oldsmobile,omega brougham,1,Normal,16
33.5,4.0,151.0,90.0,2556.0,13.2,79,1,pontiac phoenix,Normal,pontiac,phoenix,1,Normal,20
41.5,4.0,98.0,76.0,2144.0,14.7,80,2,vw rabbit,Normal,volkswagen,rabbit,1,Normal,26
38.1,4.0,88.99999999999999,60.0,1968.0,18.8,80,3,toyota corolla tercel,Normal,toyota,corolla tercel,1,Normal,24
32.1,4.0,98.0,70.0,2120.0,15.5,80,1,chevrolet chevette,Normal,chevrolet,chevette,1,Normal,5
37.2,4.0,85.99999999999999,65.0,2019.0,16.4,80,3,datsun 310,Normal,datsun,310,1,Normal,7
28.0,4.0,151.0,90.0,2678.0,16.5,80,1,chevrolet citation,Normal,chevrolet,citation,1,Normal,5
26.4,4.0,140.0,88.0,2870.0,18.1,80,1,ford fairmont,Normal,ford,fairmont,1,Normal,10
24.3,4.0,151.0,90.0,3003.0,20.1,80,1,amc concord,Normal,amc,concord,1,Normal,0
19.1,6.0,225.0,90.0,3381.0,18.7,80,1,dodge aspen,Normal,dodge,aspen,1,Normal,8
34.3,4.0,97.0,78.0,2188.0,15.8,80,2,audi 4000,Normal,audi,4000,1,Normal,1
29.8,4.0,134.0,90.0,2711.0,15.5,80,3,toyota corona liftback,Normal,toyota,corona liftback,1,Normal,24
31.3,4.0,120.0,75.0,2542.0,17.5,80,3,mazda 626,Normal,mazda,626,1,Normal,12
37.0,4.0,119.0,92.0,2434.0,15.0,80,3,datsun 510 hatchback,Normal,datsun,510 hatchback,1,Normal,7
32.2,4.0,108.0,75.0,2265.0,15.2,80,3,toyota corolla,Normal,toyota,corolla,1,Normal,24
27.9,4.0,156.0,105.0,2800.0,14.4,80,1,dodge colt,Normal,dodge,colt,1,Normal,8
40.8,4.0,85.00000000000001,65.0,2110.0,19.2,80,3,datsun 210,Normal,datsun,210,1,Normal,7
44.3,4.0,90.0,48.0,2085.0,21.7,80,2,vw rabbit c (diesel),Normal,volkswagen,rabbit c (diesel),1,Normal,26
36.4,5.0,121.0,67.0,2950.0,19.9,80,2,audi 5000s (diesel),Normal,audi,5000s (diesel),1,Normal,1
30.0,4.0,146.0,67.0,3250.0,21.8,80,2,mercedes-benz 240d,Normal,mercedes,240d,1,Normal,13
44.6,4.0,91.0,67.0,1850.0,13.8,80,3,honda civic 1500 gl,Normal,honda,civic 1500 gl,1,Normal,11
40.9,4.0,85.00000000000001,58.0,1835.0,17.3,80,2,renault lecar deluxe,Normal,renault,lecar deluxe,1,Normal,21
33.8,4.0,97.0,67.0,2145.0,18.0,80,3,subaru dl,Normal,subaru,dl,1,Normal,23
29.8,4.0,88.99999999999999,61.99999999999999,1845.0,15.3,80,2,vokswagen rabbit,Normal,volkswagen,rabbit,1,Normal,26
35.0,4.0,122.0,88.0,2500.0,15.1,80,2,triumph tr7 coupe,Normal,triumph,tr7 coupe,1,Normal,25
23.6,4.0,140.0,98.0,2905.0,14.3,80,1,ford mustang cobra,Normal,ford,mustang cobra,1,Normal,10
32.4,4.0,107.0,72.0,2290.0,17.0,80,3,honda accord,Normal,honda,accord,1,Normal,11
27.2,4.0,135.0,84.0,2490.0,15.7,81,1,plymouth reliant,Normal,plymouth,reliant,1,Normal,19
26.6,4.0,151.0,84.0,2635.0,16.4,81,1,buick skylark,Normal,buick,skylark,1,Normal,3
25.8,4.0,156.0,92.0,2620.0,14.4,81,1,dodge aries wagon (sw),Normal,dodge,aries wagon (sw),1,Normal,8
23.5,6.0,173.0,110.0,2725.0,12.6,81,1,chevrolet citation,Normal,chevrolet,citation,1,Normal,5
30.0,4.0,135.0,84.0,2385.0,12.9,81,1,plymouth reliant,Normal,plymouth,reliant,1,Normal,19
39.1,4.0,79.0,58.0,1755.0,16.9,81,3,toyota starlet,Normal,toyota,starlet,1,Normal,24
39.0,4.0,85.99999999999999,64.0,1875.0,16.4,81,1,plymouth champ,Normal,plymouth,champ,1,Normal,19
35.1,4.0,81.00000000000001,60.0,1760.0,16.1,81,3,honda civic 1300,Normal,honda,civic 1300,1,Normal,11
32.3,4.0,97.0,67.0,2065.0,17.8,81,3,subaru,Normal,subaru,,1,Normal,23
37.0,4.0,85.00000000000001,65.0,1975.0,19.4,81,3,datsun 210 mpg,Normal,datsun,210 mpg,1,Normal,7
37.7,4.0,88.99999999999999,61.99999999999999,2050.0,17.3,81,3,toyota tercel,Normal,toyota,tercel,1,Normal,24
34.1,4.0,91.0,68.0,1985.0,16.0,81,3,mazda glc 4,Normal,mazda,glc 4,1,Normal,12
34.7,4.0,105.0,63.0,2215.0,14.9,81,1,plymouth horizon 4,Normal,plymouth,horizon 4,1,Normal,19
34.4,4.0,98.0,65.0,2045.0,16.2,81,1,ford escort 4w,Normal,ford,escort 4w,1,Normal,10
29.9,4.0,98.0,65.0,2380.0,20.7,81,1,ford escort 2h,Normal,ford,escort 2h,1,Normal,10
33.0,4.0,105.0,74.0,2190.0,14.2,81,2,volkswagen jetta,Normal,volkswagen,jetta,1,Normal,26
34.5,4.0,100.0,78.0,2320.0,15.8,81,2,renault 18i,Normal,renault,18i,1,Normal,21
33.7,4.0,107.0,75.0,2210.0,14.4,81,3,honda prelude,Normal,honda,prelude,1,Normal,11
32.4,4.0,108.0,75.0,2350.0,16.8,81,3,toyota corolla,Normal,toyota,corolla,1,Normal,24
32.9,4.0,119.0,100.0,2615.0,14.8,81,3,datsun 200sx,Normal,datsun,200sx,1,Normal,7
31.6,4.0,120.0,74.0,2635.0,18.3,81,3,mazda 626,Normal,mazda,626,1,Normal,12
28.1,4.0,141.0,80.0,3230.0,20.4,81,2,peugeot 505s turbo diesel,Normal,peugeot,505s turbo diesel,1,Normal,18
30.7,6.0,145.0,76.0,3160.0,19.6,81,2,volvo diesel,Normal,volvo,diesel,1,Normal,27
25.4,6.0,168.0,116.0,2900.0,12.6,81,3,toyota cressida,Normal,toyota,cressida,1,Normal,24
24.2,6.0,146.0,120.0,2930.0,13.8,81,3,datsun 810 maxima,Normal,datsun,810 maxima,1,Normal,7
22.4,6.0,231.0,110.0,3415.0,15.8,81,1,buick century,Normal,buick,century,1,Normal,3
20.2,6.0,200.0,88.0,3060.0,17.1,81,1,ford granada gl,Normal,ford,granada gl,1,Normal,10
17.6,6.0,225.0,85.0,3465.0,16.6,81,1,chrysler lebaron salon,Normal,chrysler,lebaron salon,1,Normal,6
28.0,4.0,112.0,88.0,2605.0,19.6,82,1,chevrolet cavalier,Normal,chevrolet,cavalier,1,Normal,5
27.0,4.0,112.0,88.0,2640.0,18.6,82,1,chevrolet cavalier wagon,Normal,chevrolet,cavalier wagon,1,Normal,5
34.0,4.0,112.0,88.0,2395.0,18.0,82,1,chevrolet cavalier 2-door,Normal,chevrolet,cavalier 2-door,1,Normal,5
31.0,4.0,112.0,85.0,2575.0,16.2,82,1,pontiac j2000 se hatchback,Normal,pontiac,j2000 se hatchback,1,Normal,20
29.0,4.0,135.0,84.0,2525.0,16.0,82,1,dodge aries se,Normal,dodge,aries se,1,Normal,8
27.0,4.0,151.0,90.0,2735.0,18.0,82,1,pontiac phoenix,Normal,pontiac,phoenix,1,Normal,20
24.0,4.0,140.0,92.0,2865.0,16.4,82,1,ford fairmont futura,Normal,ford,fairmont futura,1,Normal,10
23.0,4.0,151.0,90.0,3035.0,20.5,82,1,amc concord dl,Normal,amc,concord dl,1,Normal,0
36.0,4.0,105.0,74.0,1980.0,15.3,82,2,volkswagen rabbit l,Normal,volkswagen,rabbit l,1,Normal,26
37.0,4.0,91.0,68.0,2025.0,18.2,82,3,mazda glc custom l,Normal,mazda,glc custom l,1,Normal,12
31.0,4.0,91.0,68.0,1970.0,17.6,82,3,mazda glc custom,Normal,mazda,glc custom,1,Normal,12
38.0,4.0,105.0,63.0,2125.0,14.7,82,1,plymouth horizon miser,Normal,plymouth,horizon miser,1,Normal,19
36.0,4.0,98.0,70.0,2125.0,17.3,82,1,mercury lynx l,Normal,mercury,lynx l,1,Normal,14
36.0,4.0,120.0,88.0,2160.0,14.5,82,3,nissan stanza xe,Normal,nissan,stanza xe,1,Normal,15
36.0,4.0,107.0,75.0,2205.0,14.5,82,3,honda accord,Normal,honda,accord,1,Normal,11
34.0,4.0,108.0,70.0,2245.0,16.9,82,3,toyota corolla,Normal,toyota,corolla,1,Normal,24
38.0,4.0,91.0,67.0,1965.0,15.0,82,3,honda civic,Normal,honda,civic,1,Normal,11
32.0,4.0,91.0,67.0,1965.0,15.7,82,3,honda civic (auto),Normal,honda,civic (auto),1,Normal,11
38.0,4.0,91.0,67.0,1995.0,16.2,82,3,datsun 310 gx,Normal,datsun,310 gx,1,Normal,7
25.0,6.0,181.0,110.0,2945.0,16.4,82,1,buick century limited,Normal,buick,century limited,1,Normal,3
38.0,6.0,262.0,85.0,3015.0,17.0,82,1,oldsmobile cutlass ciera (diesel),Normal,oldsmobile,cutlass ciera (diesel),1,Normal,16
26.0,4.0,156.0,92.0,2585.0,14.5,82,1,chrysler lebaron medallion,Normal,chrysler,lebaron medallion,1,Normal,6
22.0,6.0,232.0,112.0,2835.0,14.7,82,1,ford granada l,Normal,ford,granada l,1,Normal,10
32.0,4.0,144.0,96.0,2665.0,13.9,82,3,toyota celica gt,Normal,toyota,celica gt,1,Normal,24
36.0,4.0,135.0,84.0,2370.0,13.0,82,1,dodge charger 2.2,Normal,dodge,charger 2.2,1,Normal,8
27.0,4.0,151.0,90.0,2950.0,17.3,82,1,chevrolet camaro,Normal,chevrolet,camaro,1,Normal,5
27.0,4.0,140.0,86.0,2790.0,15.6,82,1,ford mustang gl,Normal,ford,mustang gl,1,Normal,10
32.0,4.0,135.0,84.0,2295.0,11.6,82,1,dodge rampage,Normal,dodge,rampage,1,Normal,8
28.0,4.0,120.0,79.0,2625.0,18.6,82,1,ford ranger,Normal,ford,ranger,1,Normal,10
31.0,4.0,119.0,82.0,2720.0,19.4,82,1,chevy s-10,Normal,chevrolet,s-10,1,Normal,5
